,City Name,Country,Clouds,Latitude,Longitude,Date,Temperature,Humidity,Wind Speed
332,flinders,AU,90.0,-34.58,150.85,2018-10-27,290.15,45.0,6.2
333,escarcega,MX,64.0,18.61,-90.75,2018-10-27,304.154,43.0,1.77
334,daphne,US,1.0,30.6,-87.9,2018-10-27,292.15,59.0,1.5
335,svirstroy,RU,80.0,60.8,33.72,2018-10-27,272.479,92.0,4.67
336,nevelsk,RU,68.0,46.67,141.86,2018-10-27,278.15,100.0,2.0
337,igarka,RU,88.0,67.47,86.57,2018-10-27,274.029,91.0,6.77
338,kurilsk,RU,0.0,45.23,147.88,2018-10-27,284.904,95.0,3.92
339,tiarei,PF,40.0,-17.53,-149.33,2018-10-27,303.15,70.0,5.1
340,gerash,IR,32.0,27.67,54.14,2018-10-27,287.354,93.0,1.47
341,bilibino,RU,80.0,68.06,166.44,2018-10-27,256.729,83.0,1.32
342,ballina,IE,0.0,54.11,-9.15,2018-10-27,276.179,100.0,3.87
343,caravelas,BR,0.0,-17.73,-39.27,2018-10-27,298.15,83.0,5.1
344,faanui,PF,8.0,-16.48,-151.75,2018-10-27,300.229,100.0,3.77
345,mtambile,TZ,92.0,-5.38,39.7,2018-10-27,298.779,100.0,3.12
346,fukue,JP,20.0,35.03,136.69,2018-10-27,289.15,63.0,5.1
347,nouakchott,MR,56.0,18.08,-15.98,2018-10-27,296.329,98.0,7.82
348,de haan,BE,20.0,51.28,3.03,2018-10-27,276.15,86.0,3.6
349,port lincoln,AU,88.0,-34.72,135.86,2018-10-27,289.729,89.0,3.87
350,volokonovka,RU,44.0,50.48,37.87,2018-10-27,282.729,91.0,6.82
351,kroya,ID,80.0,-6.5,108.06,2018-10-27,296.979,96.0,1.42
352,goya,AR,0.0,-29.14,-59.27,2018-10-27,291.479,59.0,3.87
353,boyolangu,ID,36.0,-8.09,111.9,2018-10-27,296.904,87.0,3.22
354,ketchikan,US,20.0,55.34,-131.65,2018-10-27,286.15,47.0,5.7
355,chake chake,TZ,92.0,-5.25,39.77,2018-10-27,298.779,100.0,3.12
356,loreto,PY,0.0,-23.27,-57.32,2018-10-27,293.904,73.0,3.72
357,alexandria,US,1.0,31.31,-92.44,2018-10-27,296.15,53.0,2.1
358,ambon,FR,0.0,47.55,-2.56,2018-10-27,276.15,93.0,3.6
359,lavrentiya,RU,0.0,65.58,-170.99,2018-10-27,271.729,100.0,9.52
360,port blair,IN,12.0,11.67,92.75,2018-10-27,302.079,100.0,6.27
361,ulaangom,MN,12.0,49.98,92.07,2018-10-27,257.429,44.0,0.92
362,northam,GB,20.0,51.04,-4.21,2018-10-27,278.15,75.0,6.7
363,mbala,ZM,20.0,-8.85,31.37,2018-10-27,292.154,59.0,5.27
364,nizhnevartovsk,RU,90.0,60.93,76.58,2018-10-27,278.15,100.0,2.0
365,vilyuysk,RU,48.0,63.75,121.63,2018-10-27,265.079,88.0,2.17
366,beaverlodge,CA,40.0,55.21,-119.43,2018-10-27,282.15,36.0,5.7
367,havre-saint-pierre,CA,40.0,50.23,-63.6,2018-10-27,269.15,73.0,2.1
368,morehead,US,90.0,38.18,-83.43,2018-10-27,280.15,93.0,2.1
369,bonthe,SL,12.0,7.53,-12.5,2018-10-27,298.554,98.0,1.17
370,zlate moravce,SK,92.0,48.39,18.4,2018-10-27,283.15,93.0,3.1
371,eidfjord,NO,0.0,60.47,7.07,2018-10-27,259.804,79.0,1.02
372,zhigalovo,RU,0.0,54.81,105.15,2018-10-27,265.829,73.0,0.97
373,ust-nera,RU,44.0,64.57,143.24,2018-10-27,256.779,77.0,1.12
374,grindavik,IS,90.0,63.84,-22.43,2018-10-27,277.15,93.0,15.4
375,egvekinot,RU,20.0,66.32,-179.17,2018-10-27,256.804,64.0,0.87
376,olga,US,1.0,34.11,-118.17,2018-10-27,306.15,26.0,2.6
377,dabakala,CI,88.0,8.36,-4.43,2018-10-27,294.404,100.0,5.12
378,patos de minas,BR,92.0,-18.6,-46.51,2018-10-27,295.704,78.0,2.67
379,balikpapan,ID,80.0,-1.24,116.86,2018-10-27,299.604,100.0,1.72
380,eyl,SO,100.0,7.98,49.82,2018-10-27,297.554,100.0,2.27
381,portoferraio,IT,40.0,42.81,10.31,2018-10-27,294.15,83.0,7.7
382,nokaneng,BW,64.0,-19.66,22.19,2018-10-27,296.154,17.0,6.92
383,vacaria,BR,32.0,-28.51,-50.94,2018-10-27,285.679,91.0,4.72
384,basco,US,1.0,40.33,-91.2,2018-10-27,289.15,62.0,1.82
385,milkovo,BG,48.0,41.53,24.68,2018-10-27,286.15,100.0,1.0
386,sur,OM,76.0,22.57,59.53,2018-10-27,298.604,100.0,2.07
387,vestmannaeyjar,IS,100.0,63.44,-20.27,2018-10-27,277.829,100.0,13.22
388,sao francisco,BR,0.0,-25.65,-53.85,2018-10-27,292.15,77.0,1.0
389,henties bay,NA,32.0,-22.12,14.28,2018-10-27,293.079,79.0,0.87
390,abha,SA,0.0,18.22,42.5,2018-10-27,290.15,87.0,0.87
391,terrasini,IT,0.0,38.15,13.08,2018-10-27,296.15,53.0,9.8
392,mehamn,NO,88.0,71.03,27.85,2018-10-27,273.029,80.0,6.27
393,ukiah,US,1.0,39.15,-123.21,2018-10-27,297.15,50.0,3.1
394,narsaq,GL,88.0,60.91,-46.05,2018-10-27,274.15,86.0,3.1
395,kangaatsiaq,GL,68.0,68.31,-53.46,2018-10-27,273.029,93.0,0.37
396,koumac,NC,0.0,-20.56,164.28,2018-10-27,300.679,61.0,2.57
397,tobias barreto,BR,0.0,-11.19,-38.0,2018-10-27,297.904,72.0,5.87
398,payakumbuh,ID,12.0,-0.23,100.63,2018-10-27,294.929,92.0,1.17
399,iqaluit,CA,75.0,63.75,-68.52,2018-10-27,266.15,79.0,10.8
400,prestea,GH,12.0,5.43,-2.14,2018-10-27,297.054,96.0,1.42
401,belyy yar,RU,12.0,53.6,91.39,2018-10-27,269.15,92.0,1.0
402,ugoofaaru,MV,100.0,5.67,73.0,2018-10-27,299.179,100.0,3.22
403,berdigestyakh,RU,0.0,62.1,126.7,2018-10-27,259.954,73.0,1.17
404,mudon,MM,0.0,16.26,97.73,2018-10-27,296.054,94.0,1.32
405,blackwater,GB,12.0,51.33,-0.78,2018-10-27,279.15,93.0,6.2
406,labuhan,ID,32.0,-2.54,115.51,2018-10-27,298.029,91.0,1.32
407,avera,US,90.0,33.19,-82.53,2018-10-27,289.15,71.0,2.6
408,coahuayana,MX,12.0,18.62,-100.35,2018-10-27,298.079,64.0,1.22
409,karratha,AU,0.0,-20.74,116.85,2018-10-27,297.329,68.0,1.47
410,owando,CG,8.0,-0.49,15.91,2018-10-27,295.929,95.0,0.92
411,tahlequah,US,1.0,35.92,-94.97,2018-10-27,298.15,37.0,0.97
412,bathsheba,BB,20.0,13.22,-59.52,2018-10-27,299.15,78.0,2.1
413,banjar,ID,88.0,-7.37,108.54,2018-10-27,295.904,95.0,1.47
414,halifax,CA,90.0,44.65,-63.58,2018-10-27,274.15,100.0,6.2
415,thatta,IN,0.0,31.7,74.64,2018-10-27,290.15,82.0,1.22
416,hamilton,CA,90.0,43.26,-79.87,2018-10-27,277.15,93.0,8.7
417,leningradskiy,RU,0.0,69.38,178.42,2018-10-27,263.579,100.0,1.97
418,taoudenni,ML,0.0,22.68,-3.98,2018-10-27,291.304,35.0,1.27
419,berlevag,NO,88.0,70.86,29.09,2018-10-27,273.654,100.0,7.02
420,ust-kuyga,RU,8.0,70.0,135.55,2018-10-27,249.179,55.0,2.92
421,marsaxlokk,MT,20.0,35.84,14.54,2018-10-27,295.15,78.0,6.2
422,ambilobe,MG,8.0,-13.19,49.05,2018-10-27,290.779,79.0,1.77
423,smithers,CA,75.0,54.78,-127.17,2018-10-27,281.15,61.0,2.1
424,solnechnyy,RU,44.0,50.72,136.64,2018-10-27,275.179,85.0,4.07
425,keita,NG,20.0,7.1,3.65,2018-10-27,299.15,94.0,1.0
426,dubai,AE,0.0,25.27,55.3,2018-10-27,303.15,62.0,2.6
427,vikindu,TZ,32.0,-6.98,39.3,2018-10-27,295.679,91.0,1.17
428,peachland,CA,1.0,49.77,-119.75,2018-10-27,284.15,66.0,3.6
429,rayachoti,IN,0.0,14.06,78.75,2018-10-27,287.829,88.0,1.27
430,rancho palos verdes,US,20.0,33.75,-118.37,2018-10-27,306.15,82.0,8.7
431,luocheng,CN,0.0,28.29,114.55,2018-10-27,284.029,73.0,1.07
432,panama city,US,1.0,30.16,-85.65,2018-10-27,291.15,59.0,2.6
433,ayan,TR,0.0,40.67,33.6,2018-10-27,267.079,66.0,0.57
434,grand gaube,MU,20.0,-20.01,57.66,2018-10-27,291.15,88.0,3.1
435,pokaran,IN,0.0,26.93,71.92,2018-10-27,288.779,57.0,1.17
436,klaksvik,FO,88.0,62.23,-6.59,2018-10-27,275.15,100.0,3.1
437,turek,PL,80.0,52.02,18.5,2018-10-27,278.279,81.0,2.17
438,agirish,RU,24.0,61.92,63.02,2018-10-27,272.529,76.0,2.67
439,morris,US,90.0,41.36,-88.42,2018-10-27,285.15,62.0,1.5
440,polunochnoye,RU,12.0,60.87,60.43,2018-10-27,271.654,82.0,3.87
441,pacific grove,US,1.0,36.62,-121.92,2018-10-27,302.15,68.0,3.1
442,morwa,IN,0.0,22.9,73.84,2018-10-27,292.279,59.0,1.22
443,quarai,BR,20.0,-30.39,-56.45,2018-10-27,290.979,70.0,5.22
444,ercis,TR,20.0,39.03,43.36,2018-10-27,272.15,92.0,1.5
445,eatonton,US,90.0,33.33,-83.39,2018-10-27,288.15,72.0,5.7
446,estelle,US,1.0,32.87,-97.01,2018-10-27,301.15,47.0,1.5
447,altamirano,AR,0.0,-35.36,-58.15,2018-10-27,291.15,68.0,4.1
448,nhulunbuy,AU,68.0,-12.18,136.78,2018-10-27,302.15,66.0,2.1
449,yavatmal,IN,8.0,20.39,78.13,2018-10-27,291.854,71.0,1.17
450,pontianak,ID,20.0,-0.02,109.34,2018-10-27,299.554,93.0,1.02
451,ambulu,ID,76.0,-8.35,113.61,2018-10-27,298.429,100.0,2.27
452,tautira,PF,40.0,-17.73,-149.15,2018-10-27,303.15,70.0,5.1
453,virginia beach,US,20.0,36.85,-75.98,2018-10-27,288.15,87.0,2.1
454,grammichele,IT,40.0,37.21,14.64,2018-10-27,296.15,88.0,1.0
455,praya,ID,20.0,-8.71,116.27,2018-10-27,299.15,83.0,1.0
456,ixtapa,MX,75.0,20.71,-105.21,2018-10-27,302.15,74.0,2.6
457,hervey bay,AU,0.0,-25.3,152.85,2018-10-27,298.904,85.0,3.42
458,bloomington,US,1.0,40.47,-88.99,2018-10-27,286.15,53.0,2.6
459,husavik,CA,36.0,50.56,-96.99,2018-10-27,277.604,96.0,3.32
460,vila velha,BR,20.0,-3.71,-38.6,2018-10-27,300.15,74.0,3.1
461,meulaboh,ID,80.0,4.14,96.13,2018-10-27,297.654,100.0,0.72
462,pochutla,MX,20.0,15.74,-96.47,2018-10-27,304.15,70.0,3.32
463,hafizabad,PK,0.0,32.07,73.69,2018-10-27,291.579,76.0,1.22
464,hargeysa,SO,92.0,9.56,44.06,2018-10-27,289.054,90.0,1.37
465,le pont-de-claix,FR,90.0,45.12,5.7,2018-10-27,280.15,93.0,5.1
466,idappadi,IN,36.0,9.71,76.71,2018-10-27,298.15,94.0,0.67
467,waingapu,ID,12.0,-9.65,120.26,2018-10-27,298.954,86.0,1.87
468,micheweni,TZ,76.0,-4.97,39.83,2018-10-27,298.354,100.0,3.07
469,bagdarin,RU,20.0,54.44,113.59,2018-10-27,259.454,60.0,1.32
470,kogon,UZ,75.0,39.73,64.54,2018-10-27,285.15,93.0,8.2
471,sallanches,FR,90.0,45.94,6.63,2018-10-27,280.15,93.0,1.5
472,san patricio,PY,0.0,-26.98,-56.83,2018-10-27,291.404,68.0,2.02
473,sambava,MG,68.0,-14.27,50.17,2018-10-27,296.304,100.0,4.92
474,anloga,GH,20.0,5.79,0.9,2018-10-27,301.15,83.0,2.6
475,tongren,CN,76.0,27.72,109.18,2018-10-27,284.229,66.0,1.12
476,turtas,RU,44.0,58.94,69.13,2018-10-27,273.479,72.0,2.62
477,storforshei,NO,0.0,66.4,14.52,2018-10-27,264.15,85.0,1.5
478,muli,IN,0.0,22.62,71.45,2018-10-27,292.529,55.0,1.27
479,hofn,IS,92.0,64.25,-15.21,2018-10-27,276.979,100.0,8.87
480,herouville-saint-clair,FR,92.0,49.21,-0.31,2018-10-27,278.15,93.0,2.1
481,san matias,HN,75.0,13.97,-86.63,2018-10-27,298.15,69.0,3.6
482,shaowu,CN,0.0,27.34,117.49,2018-10-27,282.829,82.0,0.87
483,ust-ilimsk,RU,0.0,57.96,102.73,2018-10-27,271.954,80.0,2.77
484,san andres,PH,48.0,13.32,122.68,2018-10-27,299.954,100.0,8.87
485,antigonish,CA,90.0,45.62,-61.99,2018-10-27,276.15,51.0,4.1
486,texarkana,US,1.0,33.44,-94.04,2018-10-27,295.15,68.0,1.47
487,teya,MX,40.0,21.05,-89.07,2018-10-27,302.15,58.0,3.1
488,palmer,AU,75.0,-34.85,139.16,2018-10-27,290.15,59.0,6.2
489,kuantan,MY,75.0,3.82,103.33,2018-10-27,298.15,94.0,1.42
490,mangrol,IN,0.0,25.33,76.51,2018-10-27,288.179,76.0,1.17
491,snasa,NO,0.0,64.25,12.38,2018-10-27,261.029,100.0,0.92
492,shache,CN,0.0,38.42,77.24,2018-10-27,271.854,80.0,1.32
493,elliot lake,CA,90.0,46.37,-82.65,2018-10-27,278.15,65.0,5.7
494,roma,IT,75.0,41.89,12.48,2018-10-27,295.15,72.0,7.7
495,maymyo,MM,40.0,22.03,96.47,2018-10-27,297.15,94.0,1.22
496,whitianga,NZ,20.0,-36.83,175.7,2018-10-27,290.229,97.0,6.07
497,shalya,RU,88.0,57.25,58.73,2018-10-27,273.104,75.0,4.77
498,kjollefjord,NO,88.0,70.95,27.35,2018-10-27,273.029,80.0,6.27
499,torres,BR,92.0,-29.34,-49.73,2018-10-27,290.654,100.0,6.72
500,seoul,KR,90.0,37.57,126.98,2018-10-27,282.15,81.0,3.6
501,chiapilla,MX,75.0,16.57,-92.72,2018-10-27,301.15,65.0,4.6
502,man,CI,56.0,7.41,-7.55,2018-10-27,294.829,96.0,1.22
503,sri aman,MY,88.0,1.24,111.46,2018-10-27,297.15,94.0,1.32
504,mazatlan,MX,5.0,23.22,-106.42,2018-10-27,302.15,66.0,3.6
505,horsham,AU,44.0,-36.71,142.2,2018-10-27,286.654,88.0,3.32
506,dongargaon,IN,8.0,21.56,74.53,2018-10-27,292.654,66.0,1.07
507,dekar,BW,12.0,-21.53,21.93,2018-10-27,293.704,22.0,6.07
508,kenora,CA,90.0,49.76,-94.48,2018-10-27,280.15,100.0,3.6
509,bandarbeyla,SO,68.0,9.49,50.81,2018-10-27,297.804,100.0,3.32
510,plougastel-daoulas,FR,92.0,48.37,-4.37,2018-10-27,278.15,86.0,2.1
511,xining,CN,48.0,36.62,101.77,2018-10-27,266.954,75.0,1.22
512,juegang,CN,0.0,32.31,121.18,2018-10-27,286.954,97.0,6.97
513,eureka,US,90.0,40.8,-124.16,2018-10-27,294.15,82.0,3.6
514,kikwit,CD,80.0,-5.04,18.82,2018-10-27,294.804,97.0,1.37
515,seymchan,RU,48.0,62.93,152.39,2018-10-27,262.679,100.0,1.72
516,necochea,AR,8.0,-38.55,-58.74,2018-10-27,290.929,67.0,4.22
517,kutum,SD,0.0,14.2,24.66,2018-10-27,292.554,33.0,4.37
518,albacete,ES,0.0,39.0,-1.86,2018-10-27,278.15,93.0,3.1
519,biu,NG,24.0,10.61,12.19,2018-10-27,294.579,86.0,0.97
520,bud,NO,0.0,62.91,6.91,2018-10-27,275.15,86.0,2.1
521,caohai,CN,92.0,26.87,104.28,2018-10-27,280.904,100.0,1.62
522,prado,BR,0.0,-17.34,-39.22,2018-10-27,298.15,83.0,5.1
523,acapulco,MX,75.0,16.86,-99.88,2018-10-27,303.15,74.0,2.6
524,lingao,CN,0.0,19.91,109.69,2018-10-27,297.204,84.0,4.77
525,kanniyakumari,IN,76.0,8.08,77.57,2018-10-27,300.804,100.0,3.02
526,peabiru,BR,20.0,-23.91,-52.35,2018-10-27,295.15,68.0,3.6
527,susangerd,IR,0.0,31.56,48.19,2018-10-27,290.15,63.0,2.1
528,carutapera,BR,48.0,-1.2,-46.02,2018-10-27,299.229,90.0,3.37
529,sola,NO,0.0,58.89,5.65,2018-10-27,272.15,74.0,1.0
530,port macquarie,AU,90.0,-31.43,152.91,2018-10-27,293.15,68.0,6.7
531,mahon,IE,0.0,51.89,-8.4,2018-10-27,275.15,80.0,6.7
532,kawalu,ID,88.0,-7.38,108.21,2018-10-27,293.554,99.0,1.22
533,bulnes,CL,20.0,-36.74,-72.3,2018-10-27,294.15,56.0,2.1
534,krasnogorskiy,RU,20.0,55.39,83.61,2018-10-27,279.229,55.0,6.07
